"Plan ID","Date/Time","Description","Status","Finalized By","Finalized Date/Time"
"=""849643""","=""10/17/2021 10:00:00 AM GST""","=""11:00AM""","=""Completed""","="" ""","="""""
"=""851314""","=""10/18/2021 6:00:00 AM GST""","=""7:00AM""","=""Completed""","="" ""","="""""
"=""852828""","=""10/18/2021 10:00:00 AM GST""","=""11:00AM""","=""Completed""","="" ""","="""""
"=""855348""","=""10/19/2021 6:00:00 AM GST""","=""7:00AM""","=""Completed""","=""p008""","=""10/19/2021 11:32:47 AM GST"""
"=""856865""","=""10/19/2021 10:00:00 AM GST""","=""11:00AM""","=""Completed""","=""p008""","=""10/19/2021 11:34:29 AM GST"""
"=""861842""","=""10/20/2021 7:00:00 AM GST""","=""8:00AM""","=""Completed""","=""Data Service""","=""10/21/2021 2:12:58 AM GST"""
"=""862816""","=""10/20/2021 9:00:00 AM GST""","=""10:00AM""","=""Completed""","=""Data Service""","=""10/21/2021 2:12:59 AM GST"""
"=""863790""","=""10/20/2021 11:00:00 AM GST""","=""12:00PM""","=""Completed""","=""Data Service""","=""10/21/2021 2:12:59 AM GST"""
"=""864764""","=""10/20/2021 1:00:00 PM GST""","=""2:00PM""","=""Completed""","=""Data Service""","=""10/21/2021 2:12:59 AM GST"""
"=""865738""","=""10/20/2021 3:00:00 PM GST""","=""4:00PM""","=""Completed""","=""Data Service""","=""10/21/2021 2:12:59 AM GST"""
"=""866712""","=""10/20/2021 5:00:00 PM GST""","=""6:00PM""","=""Completed""","=""Data Service""","=""10/21/2021 2:12:59 AM GST"""
"=""849422""","=""10/17/2021 9:00:00 AM GST""","=""10:00AM""","=""Completed""","="" ""","="""""
"=""850349""","=""10/17/2021 11:00:00 AM GST""","=""12:00PM""","=""Completed""","="" ""","="""""
"=""850934""","=""10/17/2021 1:00:00 PM GST""","=""2:00PM""","=""Completed""","="" ""","="""""
"=""852019""","=""10/18/2021 7:00:00 AM GST""","=""8:00AM""","=""Completed""","="" ""","="""""
"=""852530""","=""10/18/2021 9:00:00 AM GST""","=""10:00AM""","=""Completed""","="" ""","="""""
"=""853535""","=""10/18/2021 11:00:00 AM GST""","=""12:00PM""","=""Completed""","="" ""","="""""
"=""854207""","=""10/18/2021 1:00:00 PM GST""","=""2:00PM""","=""Completed""","="" ""","="""""
"=""854548""","=""10/18/2021 3:00:00 PM GST""","=""4:00PM""","=""Completed""","="" ""","="""""
"=""855041""","=""10/18/2021 5:00:00 PM GST""","=""6:00PM""","=""Completed""","="" ""","="""""
"=""856055""","=""10/19/2021 7:00:00 AM GST""","=""8:00AM""","=""Completed""","=""Data Service""","=""10/20/2021 2:40:17 AM GST"""
"=""856478""","=""10/19/2021 9:00:00 AM GST""","=""10:00AM""","=""Completed""","=""Data Service""","=""10/20/2021 2:40:17 AM GST"""
"=""857573""","=""10/19/2021 11:00:00 AM GST""","=""12:00PM""","=""Completed""","=""Data Service""","=""10/20/2021 2:40:17 AM GST"""
"=""858066""","=""10/19/2021 1:00:00 PM GST""","=""2:00PM""","=""Completed""","=""Data Service""","=""10/20/2021 2:40:17 AM GST"""
"=""858588""","=""10/19/2021 3:00:00 PM GST""","=""4:00PM""","=""Completed""","=""Data Service""","=""10/20/2021 2:40:17 AM GST"""
"=""859081""","=""10/19/2021 5:00:00 PM GST""","=""6:00PM""","=""Completed""","=""Data Service""","=""10/20/2021 2:40:17 AM GST"""
"=""861240""","=""10/20/2021 6:00:00 AM GST""","=""7:00AM""","=""Completed""","=""Data Service""","=""10/21/2021 2:12:58 AM GST"""
"=""861241""","=""10/20/2021 10:00:00 AM GST""","=""11:00AM""","=""Completed""","=""Data Service""","=""10/21/2021 2:12:59 AM GST"""
"=""849129""","=""10/17/2021 8:30:00 AM GST""","=""9:30AM""","=""Completed""","="" ""","="""""
"=""850054""","=""10/17/2021 10:00:00 AM GST""","=""11:00AM""","=""Completed""","="" ""","="""""
"=""851725""","=""10/18/2021 6:00:00 AM GST""","=""7:00AM""","=""Completed""","="" ""","="""""
"=""853241""","=""10/18/2021 10:00:00 AM GST""","=""11:00AM""","=""Completed""","="" ""","="""""
"=""855761""","=""10/19/2021 6:00:00 AM GST""","=""7:00AM""","=""Completed""","=""Data Service""","=""10/20/2021 2:40:17 AM GST"""
"=""857279""","=""10/19/2021 10:00:00 AM GST""","=""11:00AM""","=""Completed""","=""Data Service""","=""10/20/2021 2:40:17 AM GST"""
"=""861854""","=""10/20/2021 7:00:00 AM GST""","=""8:00AM""","=""Completed""","=""Data Service""","=""10/21/2021 2:13:04 AM GST"""
"=""862828""","=""10/20/2021 9:00:00 AM GST""","=""10:00AM""","=""Completed""","=""Data Service""","=""10/21/2021 2:13:04 AM GST"""
"=""863802""","=""10/20/2021 11:00:00 AM GST""","=""12:00PM""","=""Completed""","=""Data Service""","=""10/21/2021 2:13:05 AM GST"""
"=""864776""","=""10/20/2021 1:00:00 PM GST""","=""2:00PM""","=""Completed""","=""Data Service""","=""10/21/2021 2:13:05 AM GST"""
"=""865750""","=""10/20/2021 3:00:00 PM GST""","=""4:00PM""","=""Completed""","=""Data Service""","=""10/21/2021 2:13:05 AM GST"""
"=""866724""","=""10/20/2021 5:00:00 PM GST""","=""6:00PM""","=""Completed""","=""Data Service""","=""10/21/2021 2:13:05 AM GST"""
"=""849428""","=""10/17/2021 9:00:00 AM GST""","=""10:00AM""","=""Completed""","="" ""","="""""
"=""850355""","=""10/17/2021 11:00:00 AM GST""","=""12:00PM""","=""Completed""","="" ""","="""""
"=""850940""","=""10/17/2021 1:00:00 PM GST""","=""2:00PM""","=""Completed""","="" ""","="""""
"=""852025""","=""10/18/2021 7:00:00 AM GST""","=""8:00AM""","=""Completed""","="" ""","="""""
"=""852536""","=""10/18/2021 9:00:00 AM GST""","=""10:00AM""","=""Completed""","="" ""","="""""
"=""853541""","=""10/18/2021 11:00:00 AM GST""","=""12:00PM""","=""Completed""","="" ""","="""""
"=""854213""","=""10/18/2021 1:00:00 PM GST""","=""2:00PM""","=""Completed""","="" ""","="""""
"=""854554""","=""10/18/2021 3:00:00 PM GST""","=""4:00PM""","=""Completed""","="" ""","="""""
"=""855047""","=""10/18/2021 5:00:00 PM GST""","=""6:00PM""","=""Completed""","="" ""","="""""
"=""856061""","=""10/19/2021 7:00:00 AM GST""","=""8:00AM""","=""Completed""","=""Data Service""","=""10/20/2021 2:40:20 AM GST"""
"=""856484""","=""10/19/2021 9:00:00 AM GST""","=""10:00AM""","=""Completed""","=""Data Service""","=""10/20/2021 2:40:20 AM GST"""
"=""857579""","=""10/19/2021 11:00:00 AM GST""","=""12:00PM""","=""Completed""","=""Data Service""","=""10/20/2021 2:40:20 AM GST"""
"=""858072""","=""10/19/2021 1:00:00 PM GST""","=""2:00PM""","=""Completed""","=""Data Service""","=""10/20/2021 2:40:20 AM GST"""
"=""858594""","=""10/19/2021 3:00:00 PM GST""","=""4:00PM""","=""Completed""","=""Data Service""","=""10/20/2021 2:40:20 AM GST"""
"=""859087""","=""10/19/2021 5:00:00 PM GST""","=""6:00PM""","=""Completed""","=""Data Service""","=""10/20/2021 2:40:20 AM GST"""
"=""860211""","=""10/20/2021 6:00:00 AM GST""","=""7:00AM""","=""Completed""","=""Data Service""","=""10/21/2021 2:13:03 AM GST"""
"=""860610""","=""10/20/2021 10:00:00 AM GST""","=""11:00AM""","=""Completed""","=""Data Service""","=""10/21/2021 2:13:05 AM GST"""
"=""848982""","=""10/17/2021 8:30:00 AM GST""","=""09:30AM""","=""Completed""","="" ""","="""""
"=""849898""","=""10/17/2021 10:00:00 AM GST""","=""11:00AM""","=""Completed""","="" ""","="""""
"=""851568""","=""10/18/2021 6:00:00 AM GST""","=""7:00AM""","=""Completed""","="" ""","="""""
"=""853083""","=""10/18/2021 10:00:00 AM GST""","=""11:00AM""","=""Completed""","="" ""","="""""
"=""855604""","=""10/19/2021 6:00:00 AM GST""","=""7:00AM""","=""Completed""","=""Data Service""","=""10/20/2021 2:40:20 AM GST"""
"=""857119""","=""10/19/2021 10:00:00 AM GST""","=""11:00AM""","=""Completed""","=""Data Service""","=""10/20/2021 2:40:20 AM GST"""
"=""862062""","=""10/20/2021 7:00:00 AM GST""","=""8:00AM""","=""Completed""","=""Data Service""","=""10/21/2021 2:14:58 AM GST"""
"=""863036""","=""10/20/2021 9:00:00 AM GST""","=""10:00AM""","=""Completed""","=""Data Service""","=""10/21/2021 2:14:58 AM GST"""
"=""864010""","=""10/20/2021 11:00:00 AM GST""","=""12:00PM""","=""Completed""","=""Data Service""","=""10/21/2021 2:14:58 AM GST"""
"=""864984""","=""10/20/2021 1:00:00 PM GST""","=""2:00PM""","=""Completed""","=""Data Service""","=""10/21/2021 2:14:58 AM GST"""
"=""865958""","=""10/20/2021 3:00:00 PM GST""","=""4:00PM""","=""Completed""","=""Data Service""","=""10/21/2021 2:14:59 AM GST"""
"=""866932""","=""10/20/2021 5:00:00 PM GST""","=""6:00PM""","=""Completed""","=""Data Service""","=""10/21/2021 2:14:59 AM GST"""
"=""849531""","=""10/17/2021 9:00:00 AM GST""","=""10:00AM""","=""Completed""","="" ""","="""""
"=""850458""","=""10/17/2021 11:00:00 AM GST""","=""12:00PM""","=""Completed""","="" ""","="""""
"=""851043""","=""10/17/2021 1:00:00 PM GST""","=""2:00PM""","=""Completed""","="" ""","="""""
"=""852129""","=""10/18/2021 7:00:00 AM GST""","=""8:00AM""","=""Completed""","="" ""","="""""
"=""852640""","=""10/18/2021 9:00:00 AM GST""","=""10:00AM""","=""Completed""","="" ""","="""""
"=""853645""","=""10/18/2021 11:00:00 AM GST""","=""12:00PM""","=""Completed""","="" ""","="""""
"=""853818""","=""10/18/2021 1:00:00 PM GST""","=""2:00PM""","=""Completed""","="" ""","="""""
"=""854658""","=""10/18/2021 3:00:00 PM GST""","=""4:00PM""","=""Completed""","="" ""","="""""
"=""855151""","=""10/18/2021 5:00:00 PM GST""","=""6:00PM""","=""Completed""","="" ""","="""""
"=""856165""","=""10/19/2021 7:00:00 AM GST""","=""8:00AM""","=""Completed""","=""Data Service""","=""10/20/2021 2:41:37 AM GST"""
"=""856588""","=""10/19/2021 9:00:00 AM GST""","=""10:00AM""","=""Completed""","=""Data Service""","=""10/20/2021 2:41:37 AM GST"""
"=""857683""","=""10/19/2021 11:00:00 AM GST""","=""12:00PM""","=""Completed""","=""Data Service""","=""10/20/2021 2:41:37 AM GST"""
"=""858176""","=""10/19/2021 1:00:00 PM GST""","=""2:00PM""","=""Completed""","=""Data Service""","=""10/20/2021 2:41:37 AM GST"""
"=""858698""","=""10/19/2021 3:00:00 PM GST""","=""4:00PM""","=""Completed""","=""Data Service""","=""10/20/2021 2:41:37 AM GST"""
"=""859191""","=""10/19/2021 5:00:00 PM GST""","=""6:00PM""","=""Completed""","=""Data Service""","=""10/20/2021 2:41:37 AM GST"""
"=""861187""","=""10/20/2021 6:00:00 AM GST""","=""7:00AM""","=""Completed""","=""Data Service""","=""10/21/2021 2:14:58 AM GST"""
"=""861189""","=""10/20/2021 10:00:00 AM GST""","=""11:00AM""","=""Completed""","=""Data Service""","=""10/21/2021 2:14:58 AM GST"""
"=""849122""","=""10/17/2021 8:30:00 AM GST""","=""09:30AM""","=""Completed""","="" ""","="""""
"=""850046""","=""10/17/2021 10:00:00 AM GST""","=""11:00AM""","=""Completed""","="" ""","="""""
"=""851716""","=""10/18/2021 6:00:00 AM GST""","=""7:00AM""","=""Completed""","="" ""","="""""
"=""853231""","=""10/18/2021 10:00:00 AM GST""","=""11:00AM""","=""Completed""","="" ""","="""""
"=""855752""","=""10/19/2021 6:00:00 AM GST""","=""7:00AM""","=""Completed""","=""Data Service""","=""10/20/2021 2:41:37 AM GST"""
"=""857267""","=""10/19/2021 10:00:00 AM GST""","=""11:00AM""","=""Completed""","=""Data Service""","=""10/20/2021 2:41:37 AM GST"""
